DBN,School Name,Year,Total Enrollment,Grade 3K,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multi-Racial,% Multi-Racial,# Native American,% Native American,# White,% White,# Missing Race/Ethnicity Data,% Missing Race/Ethnicity Data,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
10X051,The Bronx STEM and Arts Academy,2020-21,191,0,25,33,30,23,23,29,28,0,0,0,0,0,0,0,92,48.2%,99,51.8%,4,2.1%,40,20.9%,143,74.9%,0,0.0%,1,0.5%,3,1.6%,0,0.0%,36,18.8%,13,6.8%,178,93.2%,90.8%
10X051,The Bronx STEM and Arts Academy,2021-22,176,15,36,23,29,18,18,17,20,0,0,0,0,0,0,0,83,47.2%,93,52.8%,4,2.3%,43,24.4%,125,71.0%,0,0.0%,1,0.6%,2,1.1%,1,0.6%,24,13.6%,10,5.7%,155,88.1%,87.2%
10X054,P.S./I.S. 54,2017-18,485,0,53,75,73,81,73,67,63,0,0,0,0,0,0,0,250,51.5%,235,48.5%,14,2.9%,113,23.3%,351,72.4%,0,0.0%,2,0.4%,5,1.0%,0,0.0%,96,19.8%,112,23.1%,Above 95%,Above 95%,94.8%
10X054,P.S./I.S. 54,2018-19,475,0,50,78,68,66,73,70,70,0,0,0,0,0,0,0,239,50.3%,236,49.7%,12,2.5%,110,23.2%,343,72.2%,0,0.0%,3,0.6%,7,1.5%,0,0.0%,103,21.7%,73,15.4%,Above 95%,Above 95%,93.5%
10X054,P.S./I.S. 54,2019-20,454,0,54,64,71,63,63,73,66,0,0,0,0,0,0,0,237,52.2%,217,47.8%,9,2.0%,97,21.4%,338,74.4%,0,0.0%,2,0.4%,8,1.8%,0,0.0%,82,18.1%,82,18.1%,Above 95%,Above 95%,93.8%
10X054,P.S./I.S. 54,2020-21,433,0,47,72,59,67,61,58,69,0,0,0,0,0,0,0,227,52.4%,206,47.6%,8,1.8%,94,21.7%,319,73.7%,0,0.0%,2,0.5%,9,2.1%,1,0.2%,78,18.0%,81,18.7%,Above 95%,Above 95%,94.7%
10X054,P.S./I.S. 54,2021-22,375,0,40,50,57,53,59,64,52,0,0,0,0,0,0,0,196,52.3%,179,47.7%,9,2.4%,66,17.6%,286,76.3%,1,0.3%,3,0.8%,9,2.4%,1,0.3%,57,15.2%,65,17.3%,352,93.9%,92.4%
10X056,P.S. 056 Norwood Heights,2017-18,704,0,0,130,128,105,112,110,119,0,0,0,0,0,0,0,333,47.3%,371,52.7%,147,20.9%,52,7.4%,449,63.8%,0,0.0%,14,2.0%,42,6.0%,0,0.0%,187,26.6%,121,17.2%,605,85.9%,90.1%
10X056,P.S. 056 Norwood Heights,2018-19,669,0,0,86,121,126,115,115,106,0,0,0,0,0,0,0,315,47.1%,354,52.9%,141,21.1%,57,8.5%,418,62.5%,1,0.1%,15,2.2%,37,5.5%,0,0.0%,181,27.1%,103,15.4%,566,84.6%,90.8%
10X056,P.S. 056 Norwood Heights,2019-20,682,0,0,112,88,125,122,118,117,0,0,0,0,0,0,0,330,48.4%,352,51.6%,134,19.6%,64,9.4%,423,62.0%,2,0.3%,11,1.6%,48,7.0%,0,0.0%,162,23.8%,105,15.4%,584,85.6%,91.4%
10X056,P.S. 056 Norwood Heights,2020-21,677,0,0,113,103,90,125,121,125,0,0,0,0,0,0,0,333,49.2%,344,50.8%,141,20.8%,57,8.4%,421,62.2%,2,0.3%,9,1.3%,45,6.6%,2,0.3%,168,24.8%,122,18.0%,570,84.2%,89.3%
10X056,P.S. 056 Norwood Heights,2021-22,629,0,0,123,104,94,87,114,107,0,0,0,0,0,0,0,304,48.3%,325,51.7%,127,20.2%,48,7.6%,394,62.6%,4,0.6%,6,1.0%,47,7.5%,3,0.5%,154,24.5%,111,17.6%,518,82.4%,88.6%
10X059,P.S. 059 The Community School of Technology,2017-18,575,0,58,75,75,83,87,85,112,0,0,0,0,0,0,0,284,49.4%,291,50.6%,5,0.9%,174,30.3%,384,66.8%,0,0.0%,8,1.4%,4,0.7%,0,0.0%,176,30.6%,97,16.9%,Above 95%,Above 95%,Above 95%
10X059,P.S. 059 The Community School of Technology,2018-19,519,0,46,65,74,75,92,85,82,0,0,0,0,0,0,0,239,46.1%,280,53.9%,4,0.8%,162,31.2%,342,65.9%,0,0.0%,4,0.8%,7,1.3%,0,0.0%,161,31.0%,92,17.7%,Above 95%,Above 95%,Above 95%
10X059,P.S. 059 The Community School of Technology,2019-20,524,2,53,55,75,78,81,92,88,0,0,0,0,0,0,0,247,47.1%,277,52.9%,3,0.6%,163,31.1%,342,65.3%,0,0.0%,4,0.8%,12,2.3%,0,0.0%,160,30.5%,96,18.3%,Above 95%,Above 95%,Above 95%
10X059,P.S. 059 The Community School of Technology,2020-21,476,3,30,61,61,73,80,80,88,0,0,0,0,0,0,0,218,45.8%,258,54.2%,2,0.4%,143,30.0%,317,66.6%,1,0.2%,4,0.8%,9,1.9%,0,0.0%,140,29.4%,96,20.2%,Above 95%,Above 95%,Above 95%
10X059,P.S. 059 The Community School of Technology,2021-22,429,1,36,51,55,60,73,85,68,0,0,0,0,0,0,0,200,46.6%,229,53.4%,0,0.0%,149,34.7%,266,62.0%,0,0.0%,3,0.7%,10,2.3%,1,0.2%,113,26.3%,76,17.7%,Above 95%,Above 95%,Above 95%
10X077,Bedford Park Elementary School,2017-18,358,0,34,76,103,73,72,0,0,0,0,0,0,0,0,0,158,44.1%,200,55.9%,44,12.3%,27,7.5%,232,64.8%,3,0.8%,4,1.1%,48,13.4%,0,0.0%,55,15.4%,103,28.8%,312,87.2%,87.9%
10X077,Bedford Park Elementary School,2018-19,423,0,32,84,73,105,61,68,0,0,0,0,0,0,0,0,196,46.3%,227,53.7%,56,13.2%,26,6.1%,284,67.1%,3,0.7%,5,1.2%,49,11.6%,0,0.0%,73,17.3%,119,28.1%,369,87.2%,86.8%
10X077,Bedford Park Elementary School,2019-20,507,0,35,72,87,73,102,72,66,0,0,0,0,0,0,0,241,47.5%,266,52.5%,69,13.6%,37,7.3%,344,67.9%,2,0.4%,5,1.0%,50,9.9%,0,0.0%,91,17.9%,124,24.5%,434,85.6%,89.4%
10X077,Bedford Park Elementary School,2020-21,504,0,36,85,83,73,67,93,67,0,0,0,0,0,0,0,246,48.8%,258,51.2%,78,15.5%,34,6.7%,344,68.3%,3,0.6%,3,0.6%,42,8.3%,0,0.0%,95,18.8%,127,25.2%,440,87.3%,87.9%
10X077,Bedford Park Elementary School,2021-22,501,0,29,88,77,77,72,71,87,0,0,0,0,0,0,0,250,49.9%,251,50.1%,73,14.6%,34,6.8%,340,67.9%,2,0.4%,7,1.4%,44,8.8%,1,0.2%,82,16.4%,168,33.5%,427,85.2%,85.3%
10X080,J.H.S. 080 The Mosholu Parkway,2017-18,691,0,0,0,0,0,0,0,0,225,235,231,0,0,0,0,307,44.4%,384,55.6%,88,12.7%,89,12.9%,474,68.6%,1,0.1%,5,0.7%,34,4.9%,0,0.0%,161,23.3%,232,33.6%,629,91.0%,89.0%
10X080,J.H.S. 080 The Mosholu Parkway,2018-19,652,0,0,0,0,0,0,0,0,204,222,226,0,0,0,0,296,45.4%,356,54.6%,73,11.2%,87,13.3%,460,70.6%,2,0.3%,6,0.9%,24,3.7%,0,0.0%,165,25.3%,206,31.6%,586,89.9%,90.7%
10X080,J.H.S. 080 The Mosholu Parkway,2019-20,641,0,0,0,0,0,0,0,0,193,216,232,0,0,0,0,281,43.8%,360,56.2%,54,8.4%,102,15.9%,451,70.4%,2,0.3%,6,0.9%,26,4.1%,0,0.0%,173,27.0%,172,26.8%,571,89.1%,92.1%
10X080,J.H.S. 080 The Mosholu Parkway,2020-21,596,0,0,0,0,0,0,0,0,180,199,217,0,0,0,0,263,44.1%,333,55.9%,43,7.2%,90,15.1%,434,72.8%,0,0.0%,6,1.0%,23,3.9%,0,0.0%,163,27.3%,195,32.7%,526,88.3%,91.9%
10X080,J.H.S. 080 The Mosholu Parkway,2021-22,571,0,0,0,0,0,0,0,0,188,183,200,0,0,0,0,256,44.8%,315,55.2%,40,7.0%,82,14.4%,418,73.2%,1,0.2%,11,1.9%,18,3.2%,1,0.2%,134,23.5%,205,35.9%,511,89.5%,92.6%
10X081,P.S. 081 Robert J. Christen,2017-18,725,0,0,135,125,119,117,120,109,0,0,0,0,0,0,0,359,49.5%,366,50.5%,53,7.3%,58,8.0%,385,53.1%,17,2.3%,6,0.8%,206,28.4%,0,0.0%,134,18.5%,67,9.2%,352,48.6%,41.4%
10X081,P.S. 081 Robert J. Christen,2018-19,746,0,0,138,133,118,113,122,122,0,0,0,0,0,0,0,355,47.6%,391,52.4%,52,7.0%,69,9.2%,394,52.8%,21,2.8%,6,0.8%,204,27.3%,0,0.0%,141,18.9%,60,8.0%,336,45.0%,40.1%
10X081,P.S. 081 Robert J. Christen,2019-20,765,0,0,152,131,123,113,124,122,0,0,0,0,0,0,0,363,47.5%,402,52.5%,45,5.9%,62,8.1%,404,52.8%,26,3.4%,7,0.9%,220,28.8%,1,0.1%,142,18.6%,55,7.2%,325,42.5%,42.4%
10X081,P.S. 081 Robert J. Christen,2020-21,733,0,0,146,139,114,118,101,115,0,0,0,0,0,0,0,342,46.7%,391,53.3%,41,5.6%,54,7.4%,380,51.8%,28,3.8%,4,0.5%,224,30.6%,2,0.3%,142,19.4%,51,7.0%,285,38.9%,43.0%
10X081,P.S. 081 Robert J. Christen,2021-22,686,0,0,112,124,127,110,113,100,0,0,0,0,0,0,0,320,46.6%,366,53.4%,41,6.0%,43,6.3%,351,51.2%,31,4.5%,5,0.7%,212,30.9%,3,0.4%,119,17.3%,41,6.0%,255,37.2%,38.3%
10X085,P.S. 085 Great Expectations,2017-18,953,0,76,140,149,127,153,151,157,0,0,0,0,0,0,0,470,49.3%,483,50.7%,9,0.9%,258,27.1%,678,71.1%,1,0.1%,4,0.4%,3,0.3%,0,0.0%,208,21.8%,262,27.5%,Above 95%,Above 95%,Above 95%
10X085,P.S. 085 Great Expectations,2018-19,922,0,76,147,133,146,135,141,144,0,0,0,0,0,0,0,429,46.5%,493,53.5%,9,1.0%,244,26.5%,657,71.3%,2,0.2%,7,0.8%,3,0.3%,0,0.0%,207,22.5%,242,26.2%,Above 95%,Above 95%,Above 95%
10X085,P.S. 085 Great Expectations,2019-20,842,1,61,112,133,121,159,128,127,0,0,0,0,0,0,0,411,48.8%,431,51.2%,9,1.1%,229,27.2%,591,70.2%,3,0.4%,5,0.6%,5,0.6%,0,0.0%,182,21.6%,210,24.9%,789,93.7%,Above 95%
10X085,P.S. 085 Great Expectations,2020-21,770,3,34,99,109,122,132,151,120,0,0,0,0,0,0,0,374,48.6%,396,51.4%,5,0.6%,210,27.3%,543,70.5%,3,0.4%,5,0.6%,4,0.5%,0,0.0%,173,22.5%,192,24.9%,Above 95%,Above 95%,Above 95%
10X085,P.S. 085 Great Expectations,2021-22,725,2,53,97,95,96,129,125,128,0,0,0,0,0,0,0,345,47.6%,380,52.4%,7,1.0%,224,30.9%,479,66.1%,7,1.0%,4,0.6%,4,0.6%,0,0.0%,150,20.7%,166,22.9%,686,94.6%,94.9%
10X086,P.S. 086 Kingsbridge Heights,2017-18,"1,669",0,40,233,230,227,246,240,225,228,0,0,0,0,0,0,823,49.3%,846,50.7%,63,3.8%,108,6.5%,"1,458",87.4%,4,0.2%,7,0.4%,29,1.7%,0,0.0%,348,20.9%,550,33.0%,"1,481",88.7%,92.6%
10X086,P.S. 086 Kingsbridge Heights,2018-19,"1,625",0,36,216,239,232,227,254,238,183,0,0,0,0,0,0,806,49.6%,819,50.4%,60,3.7%,92,5.7%,"1,441",88.7%,1,0.1%,9,0.6%,22,1.4%,0,0.0%,343,21.1%,510,31.4%,"1,435",88.3%,92.4%
10X086,P.S. 086 Kingsbridge Heights,2019-20,"1,641",0,36,210,214,244,235,238,255,209,0,0,0,0,0,0,811,49.4%,830,50.6%,55,3.4%,125,7.6%,"1,418",86.4%,1,0.1%,9,0.5%,33,2.0%,0,0.0%,358,21.8%,480,29.3%,"1,494",91.0%,94.6%
10X086,P.S. 086 Kingsbridge Heights,2020-21,"1,523",0,35,195,196,201,226,230,228,212,0,0,0,0,0,0,768,50.4%,755,49.6%,48,3.2%,110,7.2%,"1,314",86.3%,4,0.3%,7,0.5%,34,2.2%,6,0.4%,342,22.5%,446,29.3%,"1,387",91.1%,94.1%
10X086,P.S. 086 Kingsbridge Heights,2021-22,"1,347",0,36,138,190,179,183,230,205,186,0,0,0,0,0,0,676,50.2%,671,49.8%,44,3.3%,104,7.7%,"1,153",85.6%,7,0.5%,6,0.4%,28,2.1%,5,0.4%,309,22.9%,429,31.8%,"1,216",90.3%,93.4%
10X091,P.S. 091 Bronx,2017-18,727,0,0,123,121,129,109,132,113,0,0,0,0,0,0,0,368,50.6%,359,49.4%,29,4.0%,123,16.9%,548,75.4%,1,0.1%,12,1.7%,13,1.8%,1,0.1%,160,22.0%,286,39.3%,687,94.5%,94.9%
10X091,P.S. 091 Bronx,2018-19,646,0,0,87,111,107,112,112,117,0,0,0,0,0,0,0,329,50.9%,317,49.1%,23,3.6%,95,14.7%,504,78.0%,2,0.3%,9,1.4%,12,1.9%,1,0.2%,155,24.0%,261,40.4%,Above 95%,Above 95%,94.4%
10X091,P.S. 091 Bronx,2019-20,598,0,0,93,95,104,103,102,101,0,0,0,0,0,0,0,291,48.7%,307,51.3%,20,3.3%,88,14.7%,464,77.6%,2,0.3%,8,1.3%,15,2.5%,1,0.2%,154,25.8%,241,40.3%,564,94.3%,94.9%
10X091,P.S. 091 Bronx,2020-21,528,0,0,60,91,84,100,95,98,0,0,0,0,0,0,0,262,49.6%,266,50.4%,16,3.0%,83,15.7%,404,76.5%,1,0.2%,9,1.7%,14,2.7%,1,0.2%,139,26.3%,201,38.1%,Above 95%,Above 95%,Above 95%
10X091,P.S. 091 Bronx,2021-22,443,0,0,66,57,70,73,89,88,0,0,0,0,0,0,0,225,50.8%,218,49.2%,14,3.2%,60,13.5%,352,79.5%,2,0.5%,9,2.0%,6,1.4%,0,0.0%,114,25.7%,208,47.0%,Above 95%,Above 95%,Above 95%
10X094,P.S. 094 Kings College School,2017-18,"1,261",0,0,211,235,227,202,203,183,0,0,0,0,0,0,0,613,48.6%,648,51.4%,114,9.0%,220,17.4%,854,67.7%,5,0.4%,30,2.4%,38,3.0%,0,0.0%,291,23.1%,334,26.5%,"1,188",94.2%,91.3%
10X094,P.S. 094 Kings College School,2018-19,"1,220",0,0,208,219,207,202,194,190,0,0,0,0,0,0,0,605,49.6%,615,50.4%,105,8.6%,190,15.6%,849,69.6%,4,0.3%,26,2.1%,46,3.8%,0,0.0%,296,24.3%,311,25.5%,"1,139",93.4%,92.4%
10X094,P.S. 094 Kings College School,2019-20,"1,160",0,0,177,213,195,195,193,187,0,0,0,0,0,0,0,570,49.1%,590,50.9%,94,8.1%,175,15.1%,826,71.2%,5,0.4%,26,2.2%,34,2.9%,0,0.0%,284,24.5%,282,24.3%,"1,095",94.4%,94.1%
10X094,P.S. 094 Kings College School,2020-21,"1,059",0,0,148,159,201,186,183,182,0,0,0,0,0,0,0,516,48.7%,543,51.3%,100,9.4%,167,15.8%,736,69.5%,6,0.6%,20,1.9%,29,2.7%,1,0.1%,257,24.3%,255,24.1%,934,88.2%,92.2%
10X094,P.S. 094 Kings College School,2021-22,930,0,0,134,135,158,178,159,166,0,0,0,0,0,0,0,446,48.0%,484,52.0%,74,8.0%,121,13.0%,686,73.8%,7,0.8%,16,1.7%,25,2.7%,1,0.1%,214,23.0%,251,27.0%,844,90.8%,91.0%
10X095,P.S. 095 Sheila Mencher,2017-18,"1,288",0,0,119,134,134,132,147,148,158,156,160,0,0,0,0,626,48.6%,662,51.4%,80,6.2%,219,17.0%,903,70.1%,12,0.9%,12,0.9%,61,4.7%,1,0.1%,262,20.3%,229,17.8%,"1,061",82.4%,85.9%
10X095,P.S. 095 Sheila Mencher,2018-19,"1,230",0,0,103,122,124,137,120,146,149,167,162,0,0,0,0,624,50.7%,606,49.3%,70,5.7%,202,16.4%,880,71.5%,13,1.1%,11,0.9%,54,4.4%,0,0.0%,266,21.6%,199,16.2%,"1,012",82.3%,86.6%
10X095,P.S. 095 Sheila Mencher,2019-20,"1,143",0,0,104,116,112,106,133,107,145,149,171,0,0,0,0,577,50.5%,566,49.5%,70,6.1%,187,16.4%,817,71.5%,11,1.0%,7,0.6%,51,4.5%,0,0.0%,239,20.9%,168,14.7%,975,85.3%,89.1%
10X095,P.S. 095 Sheila Mencher,2020-21,"1,038",0,0,77,102,106,107,112,126,126,135,147,0,0,0,0,497,47.9%,541,52.1%,58,5.6%,170,16.4%,736,70.9%,10,1.0%,7,0.7%,55,5.3%,2,0.2%,211,20.3%,154,14.8%,878,84.6%,87.9%
10X095,P.S. 095 Sheila Mencher,2021-22,962,0,0,92,89,84,108,95,101,140,116,137,0,0,0,0,472,49.1%,490,50.9%,59,6.1%,149,15.5%,690,71.7%,12,1.2%,6,0.6%,44,4.6%,2,0.2%,211,21.9%,163,16.9%,823,85.6%,88.0%
10X118,J.H.S. 118 William W. Niles,2017-18,"1,174",0,0,0,0,0,0,0,0,379,379,416,0,0,0,0,591,50.3%,583,49.7%,174,14.8%,256,21.8%,703,59.9%,0,0.0%,6,0.5%,34,2.9%,1,0.1%,271,23.1%,126,10.7%,"1,059",90.2%,88.0%
10X118,J.H.S. 118 William W. Niles,2018-19,"1,105",0,0,0,0,0,0,0,0,369,378,358,0,0,0,0,560,50.7%,545,49.3%,174,15.7%,221,20.0%,671,60.7%,1,0.1%,12,1.1%,25,2.3%,1,0.1%,249,22.5%,137,12.4%,"1,000",90.5%,88.3%
10X118,J.H.S. 118 William W. Niles,2019-20,"1,047",0,0,0,0,0,0,0,0,325,352,370,0,0,0,0,520,49.7%,527,50.3%,149,14.2%,194,18.5%,647,61.8%,1,0.1%,18,1.7%,38,3.6%,0,0.0%,223,21.3%,146,13.9%,959,91.6%,91.4%
10X118,J.H.S. 118 William W. Niles,2020-21,956,0,0,0,0,0,0,0,0,308,308,340,0,0,0,0,461,48.2%,495,51.8%,145,15.2%,171,17.9%,578,60.5%,1,0.1%,17,1.8%,44,4.6%,0,0.0%,190,19.9%,129,13.5%,875,91.5%,91.1%
10X118,J.H.S. 118 William W. Niles,2021-22,770,0,0,0,0,0,0,0,0,204,270,296,0,0,0,0,376,48.8%,394,51.2%,127,16.5%,140,18.2%,453,58.8%,0,0.0%,15,1.9%,35,4.5%,0,0.0%,149,19.4%,111,14.4%,716,93.0%,91.5%
10X141,Riverdale / Kingsbridge Academy (Middle School / H,2017-18,"1,513",0,0,0,0,0,0,0,0,285,249,250,219,191,149,170,754,49.8%,759,50.2%,117,7.7%,136,9.0%,854,56.4%,13,0.9%,9,0.6%,384,25.4%,0,0.0%,299,19.8%,102,6.7%,800,52.9%,48.1%
10X141,Riverdale / Kingsbridge Academy (Middle School / H,2018-19,"1,513",0,0,0,0,0,0,0,0,273,272,240,218,209,151,150,741,49.0%,772,51.0%,112,7.4%,144,9.5%,840,55.5%,14,0.9%,8,0.5%,395,26.1%,0,0.0%,290,19.2%,106,7.0%,791,52.3%,48.4%
10X141,Riverdale / Kingsbridge Academy (Middle School / H,2019-20,"1,540",0,0,0,0,0,0,0,0,272,270,267,206,199,173,153,753,48.9%,787,51.1%,108,7.0%,140,9.1%,854,55.5%,20,1.3%,7,0.5%,411,26.7%,0,0.0%,260,16.9%,100,6.5%,826,53.6%,52.1%
10X141,Riverdale / Kingsbridge Academy (Middle School / H,2020-21,"1,567",0,0,0,0,0,0,0,0,282,253,267,214,187,186,178,773,49.3%,794,50.7%,99,6.3%,146,9.3%,878,56.0%,23,1.5%,9,0.6%,412,26.3%,0,0.0%,283,18.1%,119,7.6%,825,52.6%,53.0%
10X141,Riverdale / Kingsbridge Academy (Middle School / H,2021-22,"1,435",0,0,0,0,0,0,0,0,232,266,251,181,201,152,152,699,48.7%,736,51.3%,92,6.4%,136,9.5%,826,57.6%,19,1.3%,10,0.7%,350,24.4%,2,0.1%,282,19.7%,115,8.0%,755,52.6%,50.5%
10X159,P.S. 159 Luis Munoz Marin Biling,2017-18,193,0,0,25,41,38,48,22,19,0,0,0,0,0,0,0,107,55.4%,86,44.6%,0,0.0%,25,13.0%,162,83.9%,1,0.5%,1,0.5%,4,2.1%,0,0.0%,28,14.5%,52,26.9%,167,86.5%,93.1%
10X159,P.S. 159 Luis Munoz Marin Biling,2018-19,194,0,0,25,26,42,34,44,23,0,0,0,0,0,0,0,114,58.8%,80,41.2%,0,0.0%,24,12.4%,165,85.1%,1,0.5%,1,0.5%,3,1.5%,0,0.0%,33,17.0%,60,30.9%,170,87.6%,93.5%
10X159,P.S. 159 Luis Munoz Marin Biling,2019-20,194,0,0,24,23,26,39,35,47,0,0,0,0,0,0,0,115,59.3%,79,40.7%,0,0.0%,25,12.9%,163,84.0%,1,0.5%,1,0.5%,4,2.1%,0,0.0%,25,12.9%,52,26.8%,174,89.7%,94.5%
10X159,P.S. 159 Luis Munoz Marin Biling,2020-21,155,0,0,23,21,22,24,35,30,0,0,0,0,0,0,0,90,58.1%,65,41.9%,0,0.0%,18,11.6%,132,85.2%,1,0.6%,2,1.3%,2,1.3%,0,0.0%,29,18.7%,46,29.7%,137,88.4%,92.6%
10X159,P.S. 159 Luis Munoz Marin Biling,2021-22,154,0,0,30,23,20,22,24,35,0,0,0,0,0,0,0,92,59.7%,62,40.3%,0,0.0%,21,13.6%,129,83.8%,1,0.6%,2,1.3%,1,0.6%,0,0.0%,28,18.2%,46,29.9%,140,90.9%,93.7%
10X205,P.S. 205 Fiorello LaGuardia,2017-18,"1,019",0,0,150,171,164,200,164,170,0,0,0,0,0,0,0,543,53.3%,476,46.7%,22,2.2%,124,12.2%,811,79.6%,2,0.2%,3,0.3%,57,5.6%,0,0.0%,227,22.3%,261,25.6%,925,90.8%,Above 95%
10X205,P.S. 205 Fiorello LaGuardia,2018-19,935,0,0,125,157,162,161,188,142,0,0,0,0,0,0,0,486,52.0%,449,48.0%,18,1.9%,114,12.2%,745,79.7%,2,0.2%,5,0.5%,51,5.5%,0,0.0%,200,21.4%,229,24.5%,845,90.4%,95.0%
10X205,P.S. 205 Fiorello LaGuardia,2019-20,904,0,0,135,135,151,149,147,187,0,0,0,0,0,0,0,468,51.8%,436,48.2%,15,1.7%,117,12.9%,711,78.7%,4,0.4%,4,0.4%,50,5.5%,3,0.3%,192,21.2%,244,27.0%,837,92.6%,Above 95%
10X205,P.S. 205 Fiorello LaGuardia,2020-21,794,0,0,92,130,136,139,152,145,0,0,0,0,0,0,0,406,51.1%,388,48.9%,13,1.6%,105,13.2%,622,78.3%,3,0.4%,5,0.6%,44,5.5%,2,0.3%,175,22.0%,212,26.7%,742,93.5%,Above 95%
10X205,P.S. 205 Fiorello LaGuardia,2021-22,687,0,0,94,87,120,122,126,138,0,0,0,0,0,0,0,348,50.7%,339,49.3%,12,1.7%,76,11.1%,555,80.8%,2,0.3%,4,0.6%,37,5.4%,1,0.1%,161,23.4%,206,30.0%,635,92.4%,94.4%
10X206,I.S. 206 Ann Mersereau,2017-18,207,0,0,0,0,0,0,0,0,74,64,69,0,0,0,0,102,49.3%,105,50.7%,4,1.9%,27,13.0%,173,83.6%,0,0.0%,2,1.0%,1,0.5%,0,0.0%,69,33.3%,66,31.9%,189,91.3%,Above 95%
10X206,I.S. 206 Ann Mersereau,2018-19,229,0,0,0,0,0,0,0,0,95,68,66,0,0,0,0,114,49.8%,115,50.2%,6,2.6%,29,12.7%,190,83.0%,0,0.0%,2,0.9%,2,0.9%,0,0.0%,67,29.3%,81,35.4%,214,93.4%,Above 95%
10X206,I.S. 206 Ann Mersereau,2019-20,270,0,0,0,0,0,0,0,0,89,108,73,0,0,0,0,132,48.9%,138,51.1%,8,3.0%,33,12.2%,227,84.1%,0,0.0%,0,0.0%,2,0.7%,0,0.0%,77,28.5%,103,38.1%,Above 95%,Above 95%,Above 95%
10X206,I.S. 206 Ann Mersereau,2020-21,254,0,0,0,0,0,0,0,0,66,84,104,0,0,0,0,121,47.6%,133,52.4%,4,1.6%,29,11.4%,217,85.4%,0,0.0%,1,0.4%,3,1.2%,0,0.0%,71,28.0%,100,39.4%,236,92.9%,Above 95%
10X206,I.S. 206 Ann Mersereau,2021-22,208,0,0,0,0,0,0,0,0,62,63,83,0,0,0,0,97,46.6%,111,53.4%,1,0.5%,20,9.6%,184,88.5%,0,0.0%,1,0.5%,2,1.0%,0,0.0%,67,32.2%,86,41.3%,196,94.2%,Above 95%
10X207,P.S. 207,2017-18,308,0,31,106,77,94,0,0,0,0,0,0,0,0,0,0,129,41.9%,179,58.1%,16,5.2%,23,7.5%,244,79.2%,0,0.0%,1,0.3%,24,7.8%,0,0.0%,61,19.8%,105,34.1%,265,86.0%,88.1%
10X207,P.S. 207,2018-19,336,0,35,60,99,64,78,0,0,0,0,0,0,0,0,0,147,43.8%,189,56.3%,20,6.0%,32,9.5%,259,77.1%,1,0.3%,2,0.6%,22,6.5%,0,0.0%,73,21.7%,89,26.5%,307,91.4%,89.7%
10X207,P.S. 207,2019-20,371,0,32,58,55,93,60,73,0,0,0,0,0,0,0,0,173,46.6%,198,53.4%,14,3.8%,26,7.0%,304,81.9%,1,0.3%,2,0.5%,24,6.5%,0,0.0%,76,20.5%,89,24.0%,323,87.1%,89.2%
10X207,P.S. 207,2020-21,399,0,22,60,56,52,78,61,70,0,0,0,0,0,0,0,190,47.6%,209,52.4%,10,2.5%,27,6.8%,332,83.2%,1,0.3%,3,0.8%,26,6.5%,0,0.0%,82,20.6%,101,25.3%,346,86.7%,90.1%
10X207,P.S. 207,2021-22,341,0,26,44,45,56,44,75,51,0,0,0,0,0,0,0,174,51.0%,167,49.0%,14,4.1%,23,6.7%,278,81.5%,2,0.6%,1,0.3%,23,6.7%,0,0.0%,60,17.6%,99,29.0%,289,84.8%,88.1%
10X209,P.S. 209,2017-18,256,0,36,79,77,64,0,0,0,0,0,0,0,0,0,0,140,54.7%,116,45.3%,2,0.8%,52,20.3%,202,78.9%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,78,30.5%,32,12.5%,242,94.5%,94.0%
10X209,P.S. 209,2018-19,276,0,36,92,80,68,0,0,0,0,0,0,0,0,0,0,148,53.6%,128,46.4%,1,0.4%,53,19.2%,220,79.7%,1,0.4%,0,0.0%,1,0.4%,0,0.0%,82,29.7%,61,22.1%,262,94.9%,93.0%
10X209,P.S. 209,2019-20,274,0,36,86,78,74,0,0,0,0,0,0,0,0,0,0,143,52.2%,131,47.8%,1,0.4%,52,19.0%,219,79.9%,1,0.4%,0,0.0%,1,0.4%,0,0.0%,71,25.9%,54,19.7%,258,94.2%,94.2%
10X209,P.S. 209,2020-21,253,0,33,64,83,73,0,0,0,0,0,0,0,0,0,0,137,54.2%,116,45.8%,1,0.4%,46,18.2%,206,81.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,50,19.8%,50,19.8%,Above 95%,Above 95%,93.6%
10X209,P.S. 209,2021-22,222,0,35,70,55,62,0,0,0,0,0,0,0,0,0,0,120,54.1%,102,45.9%,1,0.5%,41,18.5%,179,80.6%,0,0.0%,0,0.0%,1,0.5%,0,0.0%,35,15.8%,55,24.8%,Above 95%,Above 95%,90.7%
