,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 Seats Available - Notes
41467,9,09X227,Bronx Collegiate Academy,Residential District 30,,s,s,
41468,9,09X227,Bronx Collegiate Academy,Residential District Unknown,,s,s,
39972,8,08X561,Bronx Compass High School,Residential District 02,,s,s,
39973,8,08X561,Bronx Compass High School,Residential District 06,,s,s,
39974,8,08X561,Bronx Compass High School,Residential District 07,,15,s,
39975,8,08X561,Bronx Compass High School,Residential District 08,,149,23,
39976,8,08X561,Bronx Compass High School,Residential District 09,,33,s,
39977,8,08X561,Bronx Compass High School,Residential District 10,,26,s,
39978,8,08X561,Bronx Compass High School,Residential District 11,,64,s,
39979,8,08X561,Bronx Compass High School,Residential District 12,,55,12,
39980,8,08X561,Bronx Compass High School,Residential District 16,,s,s,
39981,8,08X561,Bronx Compass High School,Residential District 18,,s,s,
39982,8,08X561,Bronx Compass High School,Residential District 21,,s,s,
39983,8,08X561,Bronx Compass High School,Residential District 23,,s,s,
39984,8,08X561,Bronx Compass High School,Residential District 25,,s,s,
39985,8,08X561,Bronx Compass High School,Residential District 29,,s,s,
36789,7,07X522,Bronx Design and Construction Academy,Residential District 02,,s,s,
36790,7,07X522,Bronx Design and Construction Academy,Residential District 03,,s,s,
36791,7,07X522,Bronx Design and Construction Academy,Residential District 04,,s,s,
36792,7,07X522,Bronx Design and Construction Academy,Residential District 05,,11,s,
36793,7,07X522,Bronx Design and Construction Academy,Residential District 06,,6,s,
36794,7,07X522,Bronx Design and Construction Academy,Residential District 07,,111,21,
36795,7,07X522,Bronx Design and Construction Academy,Residential District 08,,72,16,
36796,7,07X522,Bronx Design and Construction Academy,Residential District 09,,97,16,
36797,7,07X522,Bronx Design and Construction Academy,Residential District 10,,84,13,
36798,7,07X522,Bronx Design and Construction Academy,Residential District 11,,58,10,
36799,7,07X522,Bronx Design and Construction Academy,Residential District 12,,55,13,
36800,7,07X522,Bronx Design and Construction Academy,Residential District 17,,s,s,
36801,7,07X522,Bronx Design and Construction Academy,Residential District 18,,s,s,
36802,7,07X522,Bronx Design and Construction Academy,Residential District 19,,s,s,
36803,7,07X522,Bronx Design and Construction Academy,Residential District 20,,s,s,
36804,7,07X522,Bronx Design and Construction Academy,Residential District 23,,s,s,
36805,7,07X522,Bronx Design and Construction Academy,Residential District 25,,s,s,
36806,7,07X522,Bronx Design and Construction Academy,Residential District 26,,s,s,
36807,7,07X522,Bronx Design and Construction Academy,Residential District 27,,s,s,
36808,7,07X522,Bronx Design and Construction Academy,Residential District 28,,s,s,
36809,7,07X522,Bronx Design and Construction Academy,Residential District 30,,s,s,
36810,7,07X522,Bronx Design and Construction Academy,Residential District Unknown,,s,s,
42466,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 01,,s,s,
42467,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 02,,s,s,
42468,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 03,,s,s,
42469,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 04,,s,s,
42470,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 05,,9,s,
42471,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 06,,18,s,
42472,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 07,,121,10,
42473,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 08,,107,9,
42474,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 09,,390,77,
42475,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 10,,167,9,
42476,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 11,,71,s,
42477,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 12,,66,s,
42478,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 17,,s,s,
42479,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 18,,s,s,
42480,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 19,,s,s,
42481,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 21,,s,s,
42482,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 24,,s,s,
42483,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 29,,s,s,
42484,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District 30,,s,s,
42485,9,09X324,Bronx Early College Academy for Teaching & Learning,Residential District Unknown,,s,s,
45877,10,10X213,Bronx Engineering and Technology Academy,Residential District 02,,s,s,
45878,10,10X213,Bronx Engineering and Technology Academy,Residential District 03,,s,s,
45879,10,10X213,Bronx Engineering and Technology Academy,Residential District 05,,s,s,
45880,10,10X213,Bronx Engineering and Technology Academy,Residential District 06,,9,s,
45881,10,10X213,Bronx Engineering and Technology Academy,Residential District 07,,60,11,
45882,10,10X213,Bronx Engineering and Technology Academy,Residential District 08,,83,18,
45883,10,10X213,Bronx Engineering and Technology Academy,Residential District 09,,136,29,
45884,10,10X213,Bronx Engineering and Technology Academy,Residential District 10,,250,74,
45885,10,10X213,Bronx Engineering and Technology Academy,Residential District 11,,103,17,
45886,10,10X213,Bronx Engineering and Technology Academy,Residential District 12,,60,13,
45887,10,10X213,Bronx Engineering and Technology Academy,Residential District 16,,s,s,
45888,10,10X213,Bronx Engineering and Technology Academy,Residential District 17,,s,s,
45889,10,10X213,Bronx Engineering and Technology Academy,Residential District 18,,s,s,
45890,10,10X213,Bronx Engineering and Technology Academy,Residential District 19,,s,s,
45891,10,10X213,Bronx Engineering and Technology Academy,Residential District 22,,s,s,
45892,10,10X213,Bronx Engineering and Technology Academy,Residential District 23,,s,s,
45893,10,10X213,Bronx Engineering and Technology Academy,Residential District 27,,s,s,
45894,10,10X213,Bronx Engineering and Technology Academy,Residential District 28,,s,s,
45895,10,10X213,Bronx Engineering and Technology Academy,Residential District 29,,s,s,
45896,10,10X213,Bronx Engineering and Technology Academy,Residential District Unknown,,s,s,
56155,12,12X511,Bronx Envision Academy,Residential District 03,,s,s,
56156,12,12X511,Bronx Envision Academy,Residential District 04,,s,s,
56157,12,12X511,Bronx Envision Academy,Residential District 05,,s,s,
56158,12,12X511,Bronx Envision Academy,Residential District 06,,s,s,
56159,12,12X511,Bronx Envision Academy,Residential District 07,,45,6,
56160,12,12X511,Bronx Envision Academy,Residential District 08,,82,10,
56161,12,12X511,Bronx Envision Academy,Residential District 09,,100,45,
56162,12,12X511,Bronx Envision Academy,Residential District 10,,84,12,
56163,12,12X511,Bronx Envision Academy,Residential District 11,,73,13,
56164,12,12X511,Bronx Envision Academy,Residential District 12,,190,57,
56165,12,12X511,Bronx Envision Academy,Residential District 14,,s,s,
56166,12,12X511,Bronx Envision Academy,Residential District 16,,s,s,
56167,12,12X511,Bronx Envision Academy,Residential District 17,,s,s,
56168,12,12X511,Bronx Envision Academy,Residential District 19,,s,s,
56169,12,12X511,Bronx Envision Academy,Residential District 24,,s,s,
56170,12,12X511,Bronx Envision Academy,Residential District 25,,s,s,
56171,12,12X511,Bronx Envision Academy,Residential District 32,,s,s,
51627,11,11X249,Bronx Health Sciences High School,Residential District 01,,s,s,
51628,11,11X249,Bronx Health Sciences High School,Residential District 02,,s,s,
51629,11,11X249,Bronx Health Sciences High School,Residential District 03,,s,s,
51630,11,11X249,Bronx Health Sciences High School,Residential District 04,,s,s,
51631,11,11X249,Bronx Health Sciences High School,Residential District 05,,s,s,
51632,11,11X249,Bronx Health Sciences High School,Residential District 06,,s,s,
51633,11,11X249,Bronx Health Sciences High School,Residential District 07,,90,10,
51634,11,11X249,Bronx Health Sciences High School,Residential District 08,,197,39,
51635,11,11X249,Bronx Health Sciences High School,Residential District 09,,224,27,
51636,11,11X249,Bronx Health Sciences High School,Residential District 10,,292,45,
51637,11,11X249,Bronx Health Sciences High School,Residential District 11,,547,84,
51638,11,11X249,Bronx Health Sciences High School,Residential District 12,,125,14,
51639,11,11X249,Bronx Health Sciences High School,Residential District 13,,s,s,
51640,11,11X249,Bronx Health Sciences High School,Residential District 14,,s,s,
51641,11,11X249,Bronx Health Sciences High School,Residential District 15,,s,s,
51642,11,11X249,Bronx Health Sciences High School,Residential District 16,,s,s,
51643,11,11X249,Bronx Health Sciences High School,Residential District 17,,s,s,
51644,11,11X249,Bronx Health Sciences High School,Residential District 19,,s,s,
51645,11,11X249,Bronx Health Sciences High School,Residential District 20,,s,s,
51646,11,11X249,Bronx Health Sciences High School,Residential District 23,,s,s,
51647,11,11X249,Bronx Health Sciences High School,Residential District 24,,s,s,
51648,11,11X249,Bronx Health Sciences High School,Residential District 25,,s,s,
51649,11,11X249,Bronx Health Sciences High School,Residential District 26,,s,s,
51650,11,11X249,Bronx Health Sciences High School,Residential District 27,,s,s,
51651,11,11X249,Bronx Health Sciences High School,Residential District 29,,s,s,
51652,11,11X249,Bronx Health Sciences High School,Residential District 30,,s,s,
51653,11,11X249,Bronx Health Sciences High School,Residential District 31,,s,s,
51654,11,11X249,Bronx Health Sciences High School,Residential District Unknown,,7,s,
48148,10,10X439,Bronx High School for Law and Community Service,Residential District 01,,s,s,
48149,10,10X439,Bronx High School for Law and Community Service,Residential District 02,,s,s,
48150,10,10X439,Bronx High School for Law and Community Service,Residential District 03,,s,s,
48151,10,10X439,Bronx High School for Law and Community Service,Residential District 04,,s,s,
48152,10,10X439,Bronx High School for Law and Community Service,Residential District 05,,11,s,
48153,10,10X439,Bronx High School for Law and Community Service,Residential District 06,,9,s,
48154,10,10X439,Bronx High School for Law and Community Service,Residential District 07,,114,s,
48155,10,10X439,Bronx High School for Law and Community Service,Residential District 08,,158,8,
48156,10,10X439,Bronx High School for Law and Community Service,Residential District 09,,366,24,
48157,10,10X439,Bronx High School for Law and Community Service,Residential District 10,,677,62,
48158,10,10X439,Bronx High School for Law and Community Service,Residential District 11,,415,38,
48159,10,10X439,Bronx High School for Law and Community Service,Residential District 12,,184,15,
48160,10,10X439,Bronx High School for Law and Community Service,Residential District 13,,s,s,
48161,10,10X439,Bronx High School for Law and Community Service,Residential District 16,,s,s,
48162,10,10X439,Bronx High School for Law and Community Service,Residential District 19,,s,s,
48163,10,10X439,Bronx High School for Law and Community Service,Residential District 20,,s,s,
48164,10,10X439,Bronx High School for Law and Community Service,Residential District 21,,s,s,
48165,10,10X439,Bronx High School for Law and Community Service,Residential District 22,,s,s,
48166,10,10X439,Bronx High School for Law and Community Service,Residential District 23,,s,s,
48167,10,10X439,Bronx High School for Law and Community Service,Residential District 24,,s,s,
48168,10,10X439,Bronx High School for Law and Community Service,Residential District 27,,s,s,
48169,10,10X439,Bronx High School for Law and Community Service,Residential District 28,,s,s,
48170,10,10X439,Bronx High School for Law and Community Service,Residential District 29,,s,s,
48171,10,10X439,Bronx High School for Law and Community Service,Residential District 30,,s,s,
48172,10,10X439,Bronx High School for Law and Community Service,Residential District 31,,s,s,
48173,10,10X439,Bronx High School for Law and Community Service,Residential District 32,,s,s,
48174,10,10X439,Bronx High School for Law and Community Service,Residential District Unknown,,7,s,
43240,9,09X413,Bronx High School for Medical Science,Residential District 02,,s,s,
43241,9,09X413,Bronx High School for Medical Science,Residential District 03,,s,s,
43242,9,09X413,Bronx High School for Medical Science,Residential District 04,,8,s,
43243,9,09X413,Bronx High School for Medical Science,Residential District 05,,14,s,
43244,9,09X413,Bronx High School for Medical Science,Residential District 06,,9,s,
43245,9,09X413,Bronx High School for Medical Science,Residential District 07,,106,11,
43246,9,09X413,Bronx High School for Medical Science,Residential District 08,,178,15,
