,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 True Applicants,Grade 9 Seats Available - Notes
64525,15,15K463,Cyberarts Studio Academy,Residential District Unknown,.,s,s,s,
75490,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 02,.,s,s,s,
75491,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 04,.,s,s,s,
75492,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 08,.,s,s,s,
75493,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 13,.,s,s,s,
75494,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 14,.,s,s,s,
75495,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 16,.,s,s,s,
75496,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 17,.,6,s,s,
75497,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 18,.,6,s,s,
75498,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 19,.,296,75,66,
75499,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 20,.,s,s,s,
75500,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 21,.,s,s,s,
75501,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 22,.,s,s,s,
75502,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 23,.,17,s,s,
75503,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 24,.,39,s^,10,
75504,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 25,.,s,s,s,
75505,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 27,.,116,s^,30,
75506,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 28,.,12,s,s,
75507,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 29,.,s,s,s,
75508,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 31,.,s,s,s,
75509,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 32,.,14,s,s,
75510,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District Unknown,.,s,s,s,
46637,10,10X440,DeWitt Clinton High School,Residential District 01,.,s,s,s,
46638,10,10X440,DeWitt Clinton High School,Residential District 02,.,22,s,9,
46639,10,10X440,DeWitt Clinton High School,Residential District 03,.,11,s,6,
46640,10,10X440,DeWitt Clinton High School,Residential District 04,.,s,s,s,
46641,10,10X440,DeWitt Clinton High School,Residential District 05,.,22,s,s,
46642,10,10X440,DeWitt Clinton High School,Residential District 06,.,13,s,s,
46643,10,10X440,DeWitt Clinton High School,Residential District 07,.,120,s^,20,
46644,10,10X440,DeWitt Clinton High School,Residential District 08,.,186,21,32,
46645,10,10X440,DeWitt Clinton High School,Residential District 09,.,361,61,90,
46646,10,10X440,DeWitt Clinton High School,Residential District 10,.,794,200,211,
46647,10,10X440,DeWitt Clinton High School,Residential District 11,.,644,110,143,
46648,10,10X440,DeWitt Clinton High School,Residential District 12,.,206,49,59,
46649,10,10X440,DeWitt Clinton High School,Residential District 13,.,s,s,s,
46650,10,10X440,DeWitt Clinton High School,Residential District 14,.,s,s,s,
46651,10,10X440,DeWitt Clinton High School,Residential District 15,.,s,s,s,
46652,10,10X440,DeWitt Clinton High School,Residential District 16,.,s,s,s,
46653,10,10X440,DeWitt Clinton High School,Residential District 17,.,s,s,s,
46654,10,10X440,DeWitt Clinton High School,Residential District 18,.,s,s,s,
46655,10,10X440,DeWitt Clinton High School,Residential District 19,.,s,s,s,
46656,10,10X440,DeWitt Clinton High School,Residential District 20,.,s,s,s,
46657,10,10X440,DeWitt Clinton High School,Residential District 21,.,s,s,s,
46658,10,10X440,DeWitt Clinton High School,Residential District 22,.,s,s,s,
46659,10,10X440,DeWitt Clinton High School,Residential District 23,.,s,s,s,
46660,10,10X440,DeWitt Clinton High School,Residential District 24,.,9,s,s,
46661,10,10X440,DeWitt Clinton High School,Residential District 27,.,s,s,s,
46662,10,10X440,DeWitt Clinton High School,Residential District 28,.,s,s,s,
46663,10,10X440,DeWitt Clinton High School,Residential District 29,.,s,s,s,
46664,10,10X440,DeWitt Clinton High School,Residential District 30,.,s,s,s,
46665,10,10X440,DeWitt Clinton High School,Residential District 32,.,s,s,s,
46666,10,10X440,DeWitt Clinton High School,Residential District Unknown,.,s,s,s,
58412,13,13K963,Design Works High School,Residential District 01,.,s,s,s,
58413,13,13K963,Design Works High School,Residential District 02,.,s,s,s,
58414,13,13K963,Design Works High School,Residential District 03,.,s,s,s,
58415,13,13K963,Design Works High School,Residential District 06,.,s,s,s,
58416,13,13K963,Design Works High School,Residential District 07,.,s,s,s,
58417,13,13K963,Design Works High School,Residential District 08,.,s,s,s,
58418,13,13K963,Design Works High School,Residential District 09,.,s,s,s,
58419,13,13K963,Design Works High School,Residential District 10,.,s,s,s,
58420,13,13K963,Design Works High School,Residential District 12,.,s,s,s,
58421,13,13K963,Design Works High School,Residential District 13,.,69,s^,19,
58422,13,13K963,Design Works High School,Residential District 14,.,17,s,s,
58423,13,13K963,Design Works High School,Residential District 15,.,45,s^,6,
58424,13,13K963,Design Works High School,Residential District 16,.,19,s,s,
58425,13,13K963,Design Works High School,Residential District 17,.,18,s,s,
58426,13,13K963,Design Works High School,Residential District 18,.,s,s,s,
58427,13,13K963,Design Works High School,Residential District 19,.,10,s,s,
58428,13,13K963,Design Works High School,Residential District 20,.,s,s,s,
58429,13,13K963,Design Works High School,Residential District 22,.,13,s,s,
58430,13,13K963,Design Works High School,Residential District 23,.,s,s,s,
58431,13,13K963,Design Works High School,Residential District 24,.,s,s,s,
58432,13,13K963,Design Works High School,Residential District 27,.,s,s,s,
58433,13,13K963,Design Works High School,Residential District 29,.,s,s,s,
58434,13,13K963,Design Works High School,Residential District 30,.,s,s,s,
58435,13,13K963,Design Works High School,Residential District 31,.,s,s,s,
58436,13,13K963,Design Works High School,Residential District 32,.,6,s,s,
63814,15,15K429,Digital Arts and Cinema Technology High School,Residential District 01,.,s,s,s,
63815,15,15K429,Digital Arts and Cinema Technology High School,Residential District 02,.,s,s,s,
63816,15,15K429,Digital Arts and Cinema Technology High School,Residential District 03,.,s,s,s,
63817,15,15K429,Digital Arts and Cinema Technology High School,Residential District 04,.,s,s,s,
63818,15,15K429,Digital Arts and Cinema Technology High School,Residential District 05,.,s,s,s,
63819,15,15K429,Digital Arts and Cinema Technology High School,Residential District 07,.,s,s,s,
63820,15,15K429,Digital Arts and Cinema Technology High School,Residential District 08,.,6,s,s,
63821,15,15K429,Digital Arts and Cinema Technology High School,Residential District 09,.,s,s,s,
63822,15,15K429,Digital Arts and Cinema Technology High School,Residential District 10,.,s,s,s,
63823,15,15K429,Digital Arts and Cinema Technology High School,Residential District 11,.,s,s,s,
63824,15,15K429,Digital Arts and Cinema Technology High School,Residential District 12,.,s,s,s,
63825,15,15K429,Digital Arts and Cinema Technology High School,Residential District 13,.,63,s,9,
63826,15,15K429,Digital Arts and Cinema Technology High School,Residential District 14,.,26,s^,7,
63827,15,15K429,Digital Arts and Cinema Technology High School,Residential District 15,.,215,39,53,
63828,15,15K429,Digital Arts and Cinema Technology High School,Residential District 16,.,48,s^,8,
63829,15,15K429,Digital Arts and Cinema Technology High School,Residential District 17,.,80,s^,20,
63830,15,15K429,Digital Arts and Cinema Technology High School,Residential District 18,.,33,s,s,
63831,15,15K429,Digital Arts and Cinema Technology High School,Residential District 19,.,67,s^,11,
63832,15,15K429,Digital Arts and Cinema Technology High School,Residential District 20,.,36,s^,12,
63833,15,15K429,Digital Arts and Cinema Technology High School,Residential District 21,.,12,s,s,
63834,15,15K429,Digital Arts and Cinema Technology High School,Residential District 22,.,36,s^,12,
63835,15,15K429,Digital Arts and Cinema Technology High School,Residential District 23,.,32,s^,10,
63836,15,15K429,Digital Arts and Cinema Technology High School,Residential District 24,.,13,s,s,
63837,15,15K429,Digital Arts and Cinema Technology High School,Residential District 25,.,s,s,s,
63838,15,15K429,Digital Arts and Cinema Technology High School,Residential District 27,.,10,s,s,
63839,15,15K429,Digital Arts and Cinema Technology High School,Residential District 28,.,6,s,s,
63840,15,15K429,Digital Arts and Cinema Technology High School,Residential District 29,.,8,s,s,
63841,15,15K429,Digital Arts and Cinema Technology High School,Residential District 30,.,9,s,s,
63842,15,15K429,Digital Arts and Cinema Technology High School,Residential District 31,.,6,s,s,
63843,15,15K429,Digital Arts and Cinema Technology High School,Residential District 32,.,10,s,s,
63844,15,15K429,Digital Arts and Cinema Technology High School,Residential District Unknown,.,s,s,s,
47441,10,10X549,Discovery High School,Residential District 02,.,s,s,s,
47442,10,10X549,Discovery High School,Residential District 04,.,s,s,s,
47443,10,10X549,Discovery High School,Residential District 05,.,s,s,s,
47444,10,10X549,Discovery High School,Residential District 06,.,s,s,s,
47445,10,10X549,Discovery High School,Residential District 07,.,17,s,s,
47446,10,10X549,Discovery High School,Residential District 08,.,46,s,s,
47447,10,10X549,Discovery High School,Residential District 09,.,98,s^,11,
47448,10,10X549,Discovery High School,Residential District 10,.,472,140,76,
47449,10,10X549,Discovery High School,Residential District 11,.,73,s^,7,
47450,10,10X549,Discovery High School,Residential District 12,.,24,s,s,
47451,10,10X549,Discovery High School,Residential District 27,.,s,s,s,
47452,10,10X549,Discovery High School,Residential District 30,.,s,s,s,
47453,10,10X549,Discovery High School,Residential District 31,.,s,s,s,
55566,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 02,.,8,s,s,
55567,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 03,.,s,s,s,
55568,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 04,.,s,s,s,
55569,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 05,.,s,s,s,
55570,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 06,.,s,s,s,
55571,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 07,.,s,s,s,
55572,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 08,.,s,s,s,
55573,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 09,.,s,s,s,
55574,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 10,.,s,s,s,
55575,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 11,.,s,s,s,
55576,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 12,.,s,s,s,
55577,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 13,.,47,s^,8,
55578,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 14,.,31,s,s,
55579,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 15,.,27,s,s,
55580,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 16,.,28,s,s,
55581,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 17,.,42,s^,7,
55582,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 18,.,29,s,s,
55583,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 19,.,69,s^,10,
55584,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 20,.,11,s,s,
55585,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 21,.,8,s,s,
55586,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 22,.,29,s,s,
55587,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 23,.,29,s,s,
55588,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 24,.,15,s,s,
55589,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 25,.,s,s,s,
55590,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 27,.,16,s,s,
55591,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 28,.,9,s,s,
55592,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 29,.,9,s,s,
55593,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 30,.,6,s,s,
55594,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 31,.,12,s,s,
55595,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 32,.,20,s,s,
55596,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District Unknown,.,s,s,s,
41262,9,09X329,DreamYard Preparatory School,Residential District 01,.,s,s,s,
41263,9,09X329,DreamYard Preparatory School,Residential District 02,.,s,s,s,
41264,9,09X329,DreamYard Preparatory School,Residential District 04,.,s,s,s,
41265,9,09X329,DreamYard Preparatory School,Residential District 05,.,8,s,s,
