,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 Seats Available - Notes
57472,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 29,,10,s,
57473,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 30,,s,s,
57474,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 31,,s,s,
57475,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 32,,12,s,
57476,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District Unknown,,s,s,
42761,9,09X329,DreamYard Preparatory School,Residential District 01,,s,s,
42762,9,09X329,DreamYard Preparatory School,Residential District 02,,s,s,
42763,9,09X329,DreamYard Preparatory School,Residential District 04,,s,s,
42764,9,09X329,DreamYard Preparatory School,Residential District 05,,s,s,
42765,9,09X329,DreamYard Preparatory School,Residential District 06,,6,s,
42766,9,09X329,DreamYard Preparatory School,Residential District 07,,39,s,
42767,9,09X329,DreamYard Preparatory School,Residential District 08,,33,7,
42768,9,09X329,DreamYard Preparatory School,Residential District 09,,184,98,
42769,9,09X329,DreamYard Preparatory School,Residential District 10,,113,54,
42770,9,09X329,DreamYard Preparatory School,Residential District 11,,30,s,
42771,9,09X329,DreamYard Preparatory School,Residential District 12,,42,6,
42772,9,09X329,DreamYard Preparatory School,Residential District 14,,s,s,
42773,9,09X329,DreamYard Preparatory School,Residential District 22,,s,s,
42774,9,09X329,DreamYard Preparatory School,Residential District 27,,s,s,
42775,9,09X329,DreamYard Preparatory School,Residential District Unknown,,s,s,
120612,32,32K545,EBC High School for Public Service - Bushwick,Residential District 01,,s,s,
120613,32,32K545,EBC High School for Public Service - Bushwick,Residential District 02,,s,s,
120614,32,32K545,EBC High School for Public Service - Bushwick,Residential District 08,,s,s,
120615,32,32K545,EBC High School for Public Service - Bushwick,Residential District 09,,s,s,
120616,32,32K545,EBC High School for Public Service - Bushwick,Residential District 10,,s,s,
120617,32,32K545,EBC High School for Public Service - Bushwick,Residential District 12,,s,s,
120618,32,32K545,EBC High School for Public Service - Bushwick,Residential District 13,,20,s,
120619,32,32K545,EBC High School for Public Service - Bushwick,Residential District 14,,62,s,
120620,32,32K545,EBC High School for Public Service - Bushwick,Residential District 15,,s,s,
120621,32,32K545,EBC High School for Public Service - Bushwick,Residential District 16,,55,9,
120622,32,32K545,EBC High School for Public Service - Bushwick,Residential District 17,,9,s,
120623,32,32K545,EBC High School for Public Service - Bushwick,Residential District 18,,14,s,
120624,32,32K545,EBC High School for Public Service - Bushwick,Residential District 19,,67,13,
120625,32,32K545,EBC High School for Public Service - Bushwick,Residential District 20,,s,s,
120626,32,32K545,EBC High School for Public Service - Bushwick,Residential District 22,,9,s,
120627,32,32K545,EBC High School for Public Service - Bushwick,Residential District 23,,36,10,
120628,32,32K545,EBC High School for Public Service - Bushwick,Residential District 24,,76,25,
120629,32,32K545,EBC High School for Public Service - Bushwick,Residential District 27,,13,s,
120630,32,32K545,EBC High School for Public Service - Bushwick,Residential District 28,,s,s,
120631,32,32K545,EBC High School for Public Service - Bushwick,Residential District 29,,s,s,
120632,32,32K545,EBC High School for Public Service - Bushwick,Residential District 30,,s,s,
120633,32,32K545,EBC High School for Public Service - Bushwick,Residential District 32,,240,65,
41553,9,09X231,Eagle Academy for Young Men,Residential District 02,,s,s,
41554,9,09X231,Eagle Academy for Young Men,Residential District 04,,s,s,
41555,9,09X231,Eagle Academy for Young Men,Residential District 05,,s,s,
41556,9,09X231,Eagle Academy for Young Men,Residential District 06,,s,s,
41557,9,09X231,Eagle Academy for Young Men,Residential District 07,,37,s,
41558,9,09X231,Eagle Academy for Young Men,Residential District 08,,54,11,
41559,9,09X231,Eagle Academy for Young Men,Residential District 09,,118,21,
41560,9,09X231,Eagle Academy for Young Men,Residential District 10,,109,19,
41561,9,09X231,Eagle Academy for Young Men,Residential District 11,,112,20,
41562,9,09X231,Eagle Academy for Young Men,Residential District 12,,97,17,
41563,9,09X231,Eagle Academy for Young Men,Residential District 14,,s,s,
41564,9,09X231,Eagle Academy for Young Men,Residential District 16,,s,s,
41565,9,09X231,Eagle Academy for Young Men,Residential District 18,,s,s,
41566,9,09X231,Eagle Academy for Young Men,Residential District 19,,s,s,
41567,9,09X231,Eagle Academy for Young Men,Residential District 23,,s,s,
41568,9,09X231,Eagle Academy for Young Men,Residential District 24,,s,s,
41569,9,09X231,Eagle Academy for Young Men,Residential District 25,,s,s,
41570,9,09X231,Eagle Academy for Young Men,Residential District 29,,s,s,
41571,9,09X231,Eagle Academy for Young Men,Residential District 30,,s,s,
41572,9,09X231,Eagle Academy for Young Men,Residential District 31,,s,s,
41573,9,09X231,Eagle Academy for Young Men,Residential District Unknown,,s,s,
88739,23,23K644,Eagle Academy for Young Men II,Residential District 03,,s,s,
88740,23,23K644,Eagle Academy for Young Men II,Residential District 04,,s,s,
88741,23,23K644,Eagle Academy for Young Men II,Residential District 05,,s,s,
88742,23,23K644,Eagle Academy for Young Men II,Residential District 07,,s,s,
88743,23,23K644,Eagle Academy for Young Men II,Residential District 08,,s,s,
88744,23,23K644,Eagle Academy for Young Men II,Residential District 09,,s,s,
88745,23,23K644,Eagle Academy for Young Men II,Residential District 10,,s,s,
88746,23,23K644,Eagle Academy for Young Men II,Residential District 11,,s,s,
88747,23,23K644,Eagle Academy for Young Men II,Residential District 12,,6,s,
88748,23,23K644,Eagle Academy for Young Men II,Residential District 13,,40,9,
88749,23,23K644,Eagle Academy for Young Men II,Residential District 14,,10,s,
88750,23,23K644,Eagle Academy for Young Men II,Residential District 15,,s,s,
88751,23,23K644,Eagle Academy for Young Men II,Residential District 16,,47,14,
88752,23,23K644,Eagle Academy for Young Men II,Residential District 17,,42,13,
88753,23,23K644,Eagle Academy for Young Men II,Residential District 18,,41,12,
88754,23,23K644,Eagle Academy for Young Men II,Residential District 19,,101,28,
88755,23,23K644,Eagle Academy for Young Men II,Residential District 20,,s,s,
88756,23,23K644,Eagle Academy for Young Men II,Residential District 21,,s,s,
88757,23,23K644,Eagle Academy for Young Men II,Residential District 22,,29,s,
88758,23,23K644,Eagle Academy for Young Men II,Residential District 23,,69,16,
88759,23,23K644,Eagle Academy for Young Men II,Residential District 24,,s,s,
88760,23,23K644,Eagle Academy for Young Men II,Residential District 25,,s,s,
88761,23,23K644,Eagle Academy for Young Men II,Residential District 27,,11,s,
88762,23,23K644,Eagle Academy for Young Men II,Residential District 28,,s,s,
88763,23,23K644,Eagle Academy for Young Men II,Residential District 29,,14,s,
88764,23,23K644,Eagle Academy for Young Men II,Residential District 30,,s,s,
88765,23,23K644,Eagle Academy for Young Men II,Residential District 31,,s,s,
88766,23,23K644,Eagle Academy for Young Men II,Residential District 32,,17,s,
88767,23,23K644,Eagle Academy for Young Men II,Residential District Unknown,,s,s,
110854,29,29Q327,Eagle Academy for Young Men III,Residential District 05,,s,s,
110855,29,29Q327,Eagle Academy for Young Men III,Residential District 09,,s,s,
110856,29,29Q327,Eagle Academy for Young Men III,Residential District 10,,s,s,
110857,29,29Q327,Eagle Academy for Young Men III,Residential District 11,,s,s,
110858,29,29Q327,Eagle Academy for Young Men III,Residential District 13,,s,s,
110859,29,29Q327,Eagle Academy for Young Men III,Residential District 16,,s,s,
110860,29,29Q327,Eagle Academy for Young Men III,Residential District 17,,s,s,
110861,29,29Q327,Eagle Academy for Young Men III,Residential District 18,,s,s,
110862,29,29Q327,Eagle Academy for Young Men III,Residential District 19,,s,s,
110863,29,29Q327,Eagle Academy for Young Men III,Residential District 21,,s,s,
110864,29,29Q327,Eagle Academy for Young Men III,Residential District 23,,s,s,
110865,29,29Q327,Eagle Academy for Young Men III,Residential District 24,,s,s,
110866,29,29Q327,Eagle Academy for Young Men III,Residential District 25,,s,s,
110867,29,29Q327,Eagle Academy for Young Men III,Residential District 26,,s,s,
110868,29,29Q327,Eagle Academy for Young Men III,Residential District 27,,42,12,
110869,29,29Q327,Eagle Academy for Young Men III,Residential District 28,,54,23,
110870,29,29Q327,Eagle Academy for Young Men III,Residential District 29,,126,46,
110871,29,29Q327,Eagle Academy for Young Men III,Residential District 30,,7,s,
110872,29,29Q327,Eagle Academy for Young Men III,Residential District 31,,s,s,
110873,29,29Q327,Eagle Academy for Young Men III,Residential District 32,,s,s,
110874,29,29Q327,Eagle Academy for Young Men III,Residential District Unknown,,s,s,
29947,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 01,,s,s,
29948,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 02,,s,s,
29949,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 03,,15,s,
29950,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 04,,29,8,
29951,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 05,,61,24,
29952,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 06,,21,11,
29953,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 07,,14,s,
29954,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 08,,15,7,
29955,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 09,,27,7,
29956,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 10,,14,s,
29957,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 11,,14,s,
29958,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 12,,16,s,
29959,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 13,,s,s,
29960,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 15,,s,s,
29961,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 16,,s,s,
29962,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 17,,s,s,
29963,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 19,,s,s,
29964,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 22,,s,s,
29965,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 23,,s,s,
29966,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 24,,s,s,
29967,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 30,,s,s,
29968,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 31,,s,s,
29969,5,05M148,Eagle Academy for Young Men of Harlem,Residential District 32,,s,s,
55501,12,12X271,East Bronx Academy for the Future,Residential District 01,,s,s,
55502,12,12X271,East Bronx Academy for the Future,Residential District 03,,s,s,
55503,12,12X271,East Bronx Academy for the Future,Residential District 04,,s,s,
55504,12,12X271,East Bronx Academy for the Future,Residential District 05,,s,s,
55505,12,12X271,East Bronx Academy for the Future,Residential District 07,,42,6,
55506,12,12X271,East Bronx Academy for the Future,Residential District 08,,88,17,
55507,12,12X271,East Bronx Academy for the Future,Residential District 09,,82,6,
55508,12,12X271,East Bronx Academy for the Future,Residential District 10,,73,10,
55509,12,12X271,East Bronx Academy for the Future,Residential District 11,,50,10,
55510,12,12X271,East Bronx Academy for the Future,Residential District 12,,264,93,
55511,12,12X271,East Bronx Academy for the Future,Residential District 16,,s,s,
55512,12,12X271,East Bronx Academy for the Future,Residential District 24,,s,s,
55513,12,12X271,East Bronx Academy for the Future,Residential District 29,,s,s,
76123,19,19K409,East New York Family Academy,Residential District 01,,s,s,
76124,19,19K409,East New York Family Academy,Residential District 04,,s,s,
76125,19,19K409,East New York Family Academy,Residential District 05,,s,s,
76126,19,19K409,East New York Family Academy,Residential District 06,,s,s,
76127,19,19K409,East New York Family Academy,Residential District 09,,s,s,
76128,19,19K409,East New York Family Academy,Residential District 13,,6,s,
76129,19,19K409,East New York Family Academy,Residential District 14,,s,s,
76130,19,19K409,East New York Family Academy,Residential District 15,,s,s,
76131,19,19K409,East New York Family Academy,Residential District 16,,12,s,
76132,19,19K409,East New York Family Academy,Residential District 17,,22,s,
76133,19,19K409,East New York Family Academy,Residential District 18,,16,s,
